Unique.ID,Catch Year,Age at Catch,Fish ID,Station-Transect,Converted Lat,Converted Long,Weight(Kg),Increment Number,Increment Width,R Detrended,Year of Increment Formation,Radius at age Ri (mm),Growth Rate,Otolith radius at capture: Rcpt,Fish length at capture: Lcpt (cm),Average fish length at hatching: L0p (cm),Biological Intercept,Back Calculated Weight (W=aL^b),Growth Rate (Biological Intercept),Length Increments,a,b,Pjan U,Pfeb U,Pmar U,Papr U,Pmay U,June U,July U,August U,September U,October U,November U,December U,January U,February U,March U,April U,May U,Pjan V,Pfeb V,Pmar V,Papr V,Pmay V,June V,July V,August V,September V,October V,November V,December V,January V,February V,March V,April V,May V,PJanuary Discharge,PFebruary Discharge,PMarch Discharge,PApril Discharge,PMay Discharge,June Discharge,July Discharge,August Discharge,September Discharge,October Discharge,November Discharge,December Discharge,January Discharge,February Discharge,March Discharge,April Discharge,May Discharge,Avg Discharge,Pjan MSLA,Pfeb MSLA,Pmar MSLA,Papr MSLA,Pmay MSLA,June MSLA,July MSLA,August MSLA,September MSLA,October MSLA,November MSLA,December MSLA,,,,,,June WSC,July WSC,August WSC,September WSC,October WSC,November WSC,December WSC
965,2012,7.5,58_20,58,28.65,-91.917,,1,0.93,NA,2005,0.930,,2.46,72,0.2,27.32574217,0.353,,27.32574217,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,364.9,293.3870968,187.9032258,236.5333333,197.5483871,188.2666667,223.5806452,#N/A,#N/A,#N/A,#N/A,#N/A,241.7313364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
966,2012,7.5,58_20,58,28.65,-91.917,,2,0.4,1.0539523,2006,1.330,0.430107527,2.47,72,0.2,38.90031269,1.012,0.423577535,11.57457052,,,-0.6400016,-1.1500015,-4.0500015,-3.3900015,-2.6200015,-1.6300015,-2.1700015,-1.7000015,-1.7900015,-4.0600015,-2.9200015,-3.7200015,-3.8400015,-2.7000015,-4.8300015,-3.3900015,-5.1900015,0.9999984,1.2799984,2.7999984,4.4799983,3.6099983,0.8799984,3.2999984,2.2099984,1.3399984,1.0399984,-0.9700016,-1.7900015,-1.7800015,-0.5100016,1.9399984,1.4899984,2.2799984,305062.5,487000,451343.75,427266.6667,477843.75,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,754000,754000,562225.8065,635533.3333,628935.4839,288.4233487,-0.1161,-0.0527,-0.0714,-0.0555,-0.0376,0.0229,-0.0049,0.0307,0.0642,0.0578,0.0384,-0.0278,-0.0078,-0.097,-0.084,0.002,0.0441,-2.72000003,-2.66700006,-4.97800016,-1.05799997,-3.11999989,-8.16800022,-4.99399996
967,2012,7.5,58_20,58,28.65,-91.917,,3,0.32,0.9784508,2007,1.650,0.240601504,2.47,72,0.2,48.21867241,1.919,0.239544597,9.318359716,,,-3.840001,-2.700002,-4.830001,-3.390001,-5.190001,-2.620002,-1.660002,-3.020002,-3.880001,-4.350001,-3.070002,-1.920002,-4.050001,-2.710002,-3.050002,-3.750001,-3.470001,-1.7800015,-0.5100016,1.9399984,1.4899984,2.2799984,3.8999983,3.8699983,1.9199984,0.7799984,-2.0200015,-0.5300016,1.5299984,-1.5800015,2.2699984,2.5999984,2.7799984,4.6599983,754000,579785.7143,562225.8065,635533.3333,628935.4839,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,480064.5161,480064.5161,886870.9677,1363266.667,1097096.774,328.4122888,-0.0078,-0.097,-0.084,0.002,0.0441,0.058,0.0837,0.119,0.126,0.1445,0.0802,-0.008,0.0176,-0.04,-0.0982,-0.0467,-0.0227,-6.70300007,-8.84500027,-6.00899982,-4.42000008,-2.50600004,-6.41599989,-1.31500006
968,2012,7.5,58_20,58,28.65,-91.917,,4,0.26,0.9469303,2008,1.910,0.157575758,2.47,72,0.2,55.78983968,2.963,0.157017331,7.571167269,,,-4.0500015,-2.7100015,-3.0500015,-3.7500015,-3.4700015,-2.2400015,-2.2300015,-0.2400016,-4.3100015,-4.7100015,-2.6700015,-2.1100015,-0.9100016,-4.0000015,-3.5400015,-3.3000015,-2.8900015,-1.5800015,2.2699984,2.5999984,2.7799984,4.6599983,4.2599983,2.9299984,2.6499984,-1.1600015,-2.0000015,0.1499984,1.7799984,0.3499984,3.0599984,2.6799984,2.9399984,2.6099984,480064.5161,609965.5172,886870.9677,1363266.667,1097096.774,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,589354.8387,589354.8387,571645.1613,766666.6667,1040258.065,467.7794163,0.0176,-0.04,-0.0982,-0.0467,-0.0227,0.0548,0.1574,-0.0018,0.2379,0.1843,0.0805,0.0493,-0.0689,-0.0627,-0.0143,-0.0501,-0.0126,-12.3739996,-6.17600012,-6.49900007,0.193000004,-4.45300007,0.282999992,-3.73099995
969,2012,7.5,58_20,58,28.65,-91.917,,5,0.213333333,0.9605489,2009,2.123,0.111692845,2.47,72,0.2,62.00207949,4.059,0.111350738,6.21223981,,,-0.9100016,-4.0000015,-3.5400015,-3.3000015,-2.8900015,-0.8900016,0.4399984,-1.1900015,-1.0200016,-2.7800015,-3.5000015,-2.3200015,-1.5900015,-1.7700015,-0.1000016,-4.6100015,-3.0200015,0.3499984,3.0599984,2.6799984,2.9399984,2.6099984,3.1699984,3.6299983,2.0299984,0.7299984,2.4999984,-3.0600015,-1.4400015,-1.7300015,-2.9100015,0.1199984,2.6599984,4.0899983,589354.8387,477714.2857,571645.1613,766666.6667,1040258.065,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,712419.3548,712419.3548,688967.7419,778366.6667,773258.0645,615.2190476,-0.0689,-0.0627,-0.0143,-0.0501,-0.0126,0.0682,0.1023,0.1035,0.1878,0.126,0.1568,0.0679,-0.0395,-0.0025,-0.0562,-0.0708,-0.0135,-9.9659996,-8.38899994,-7.41200018,-0.765999973,-1.70899999,-5.66300011,1.54100001
970,2012,7.5,58_20,58,28.65,-91.917,,6,0.156666667,0.9236384,2010,2.280,0.073783359,2.47,72,0.2,66.5641931,5.015,0.07358001,4.562113611,,,-1.5900015,-1.7700015,-0.1000016,-4.6100015,-3.0200015,-3.6000015,-4.3800015,-0.7300016,-5.6400014,-1.6800015,-2.2300015,-1.1900015,-1.5900015,-2.1700015,-2.7800015,-3.9400015,-4.2800015,-1.7300015,-2.9100015,0.1199984,2.6599984,4.0899983,3.9399983,2.8899984,1.7899984,1.2699984,-0.7300016,1.2199984,0.4299984,-1.2000015,1.3799984,2.2999984,5.2299983,4.0699983,712419.3548,946964.2857,688967.7419,778366.6667,773258.0645,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,298677.4194,298677.4194,812612.9032,844533.3333,1399838.71,427.2047619,-0.0395,-0.0025,-0.0562,-0.0708,-0.0135,0.1028,0.1156,0.1525,0.1629,0.126,0.0885,-0.0389,-0.1134,-0.0959,-0.0535,-0.0904,-0.0321,-4.24499989,-4.56500006,-0.565999985,-5.6880002,-2.88000011,-0.453000009,-4.6329999
971,2012,7.5,58_20,58,28.65,-91.917,,7,0.14,1.195122,2011,2.420,0.061403509,2.47,72,0.2,70.64097548,5.986,0.061245877,4.076782376,,,-1.5900015,-2.1700015,-2.7800015,-3.9400015,-4.2800015,-3.2700015,-1.3800015,-0.3100016,-2.2000015,-3.7400015,-2.3900015,-3.2100015,-1.2300015,-3.6400015,-3.5700015,-3.2500015,-2.3300015,-1.20000155,1.3799984,2.29999837,5.22999831,4.06999834,3.56999835,2.78999836,1.56999839,0.11999842,-2.13000153,0.36999842,-0.08000157,2.19999838,0.08999842,3.73999834,2.30999837,1.51999839,298677.4194,308178.5714,812612.9032,844533.3333,1399838.71,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,626193.5484,626193.5484,618290.3226,567433.3333,400322.5806,523.8666667,-0.1134,-0.0959,-0.0535,-0.0904,-0.0321,0.0416,0.1241,0.0969,0.0714,0.1059,0.1146,0.0862,-0.0082,-0.011,0.0042,0.0026,0.0409,-10.4230003,-10.2410002,-8.92399979,-0.432000011,-9.21700001,1.02699995,-1.926
972,2012,7.5,58_20,58,28.65,-91.917,5.67,7.5,0.046666667,NA,2012,2.467,0.019283747,2.47,72,0.2,71.99990293,6.336,0.019237099,1.358927459,,,-1.2300015,-3.6400015,-3.5700015,-3.2500015,-2.3300015,-2.2200015,-0.7000016,-0.4600016,-2.3200015,-2.6100015,-2.4000015,-1.9000015,-3.0700015,-2.0500015,-2.0500015,-4.6600015,-3.7200015,2.19999838,0.08999842,3.73999834,2.30999837,1.51999839,1.43999839,3.03999836,2.57999837,0.71999841,-0.97000155,-1.47000154,1.0199984,-0.16000157,0.72999841,0.15999842,1.67999839,2.84999836,626193.5484,709068.9655,618290.3226,567433.3333,400322.5806,229,177.7333333,149.8666667,157.7,170.0666667,180.9,219.0333333,568806.4516,568806.4516,571516.129,640900,947100,183.4714286,-0.0082,-0.011,0.0042,0.0026,0.0409,0.1078,0.1735,0.2008,0.1891,0.1186,0.1087,0.0385,0.0033,-0.0404,0.0412,0.0311,0.0387,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
973,2012,7.5,58_25,58,28.65,-91.917,,1,0.726666667,NA,2005,0.727,,2.15,69,0.2,23.39615921,0.223,,23.39615921,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,364.9,293.3870968,187.9032258,236.5333333,197.5483871,188.2666667,223.5806452,#N/A,#N/A,#N/A,#N/A,#N/A,241.7313364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
974,2012,7.5,58_25,58,28.65,-91.917,,2,0.393333333,1.1622889,2006,1.120,0.541284404,2.15,69,0.2,35.96918073,0.802,0.537396819,12.57302153,,,-0.6400016,-1.1500015,-4.0500015,-3.3900015,-2.6200015,-1.6300015,-2.1700015,-1.7000015,-1.7900015,-4.0600015,-2.9200015,-3.7200015,-3.8400015,-2.7000015,-4.8300015,-3.3900015,-5.1900015,0.9999984,1.2799984,2.7999984,4.4799983,3.6099983,0.8799984,3.2999984,2.2099984,1.3399984,1.0399984,-0.9700016,-1.7900015,-1.7800015,-0.5100016,1.9399984,1.4899984,2.2799984,305062.5,487000,451343.75,427266.6667,477843.75,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,754000,754000,562225.8065,635533.3333,628935.4839,288.4233487,-0.1161,-0.0527,-0.0714,-0.0555,-0.0376,0.0229,-0.0049,0.0307,0.0642,0.0578,0.0384,-0.0278,-0.0078,-0.097,-0.084,0.002,0.0441,-2.72000003,-2.66700006,-4.97800016,-1.05799997,-3.11999989,-8.16800022,-4.99399996
975,2012,7.5,58_25,58,28.65,-91.917,,3,0.25,0.8485991,2007,1.370,0.223214286,2.15,69,0.2,43.96050798,1.457,0.222171511,7.991327242,,,-3.840001,-2.700002,-4.830001,-3.390001,-5.190001,-2.620002,-1.660002,-3.020002,-3.880001,-4.350001,-3.070002,-1.920002,-4.050001,-2.710002,-3.050002,-3.750001,-3.470001,-1.7800015,-0.5100016,1.9399984,1.4899984,2.2799984,3.8999983,3.8699983,1.9199984,0.7799984,-2.0200015,-0.5300016,1.5299984,-1.5800015,2.2699984,2.5999984,2.7799984,4.6599983,754000,579785.7143,562225.8065,635533.3333,628935.4839,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,480064.5161,480064.5161,886870.9677,1363266.667,1097096.774,328.4122888,-0.0078,-0.097,-0.084,0.002,0.0441,0.058,0.0837,0.119,0.126,0.1445,0.0802,-0.008,0.0176,-0.04,-0.0982,-0.0467,-0.0227,-6.70300007,-8.84500027,-6.00899982,-4.42000008,-2.50600004,-6.41599989,-1.31500006
976,2012,7.5,58_25,58,28.65,-91.917,,4,0.21,0.8373418,2008,1.580,0.153284672,2.15,69,0.2,50.67322286,2.225,0.152698756,6.712714883,,,-4.0500015,-2.7100015,-3.0500015,-3.7500015,-3.4700015,-2.2400015,-2.2300015,-0.2400016,-4.3100015,-4.7100015,-2.6700015,-2.1100015,-0.9100016,-4.0000015,-3.5400015,-3.3000015,-2.8900015,-1.5800015,2.2699984,2.5999984,2.7799984,4.6599983,4.2599983,2.9299984,2.6499984,-1.1600015,-2.0000015,0.1499984,1.7799984,0.3499984,3.0599984,2.6799984,2.9399984,2.6099984,480064.5161,609965.5172,886870.9677,1363266.667,1097096.774,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,589354.8387,589354.8387,571645.1613,766666.6667,1040258.065,467.7794163,0.0176,-0.04,-0.0982,-0.0467,-0.0227,0.0548,0.1574,-0.0018,0.2379,0.1843,0.0805,0.0493,-0.0689,-0.0627,-0.0143,-0.0501,-0.0126,-12.3739996,-6.17600012,-6.49900007,0.193000004,-4.45300007,0.282999992,-3.73099995
977,2012,7.5,58_25,58,28.65,-91.917,,5,0.223333333,1.0789877,2009,1.803,0.141350211,2.15,69,0.2,57.81214186,3.295,0.140881487,7.138919003,,,-0.9100016,-4.0000015,-3.5400015,-3.3000015,-2.8900015,-0.8900016,0.4399984,-1.1900015,-1.0200016,-2.7800015,-3.5000015,-2.3200015,-1.5900015,-1.7700015,-0.1000016,-4.6100015,-3.0200015,0.3499984,3.0599984,2.6799984,2.9399984,2.6099984,3.1699984,3.6299983,2.0299984,0.7299984,2.4999984,-3.0600015,-1.4400015,-1.7300015,-2.9100015,0.1199984,2.6599984,4.0899983,589354.8387,477714.2857,571645.1613,766666.6667,1040258.065,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,712419.3548,712419.3548,688967.7419,778366.6667,773258.0645,615.2190476,-0.0689,-0.0627,-0.0143,-0.0501,-0.0126,0.0682,0.1023,0.1035,0.1878,0.126,0.1568,0.0679,-0.0395,-0.0025,-0.0562,-0.0708,-0.0135,-9.9659996,-8.38899994,-7.41200018,-0.765999973,-1.70899999,-5.66300011,1.54100001
978,2012,7.5,58_25,58,28.65,-91.917,,6,0.156666667,0.9601167,2010,1.960,0.086876155,2.15,69,0.2,62.82004027,4.220,0.086623644,5.007898405,,,-1.5900015,-1.7700015,-0.1000016,-4.6100015,-3.0200015,-3.6000015,-4.3800015,-0.7300016,-5.6400014,-1.6800015,-2.2300015,-1.1900015,-1.5900015,-2.1700015,-2.7800015,-3.9400015,-4.2800015,-1.7300015,-2.9100015,0.1199984,2.6599984,4.0899983,3.9399983,2.8899984,1.7899984,1.2699984,-0.7300016,1.2199984,0.4299984,-1.2000015,1.3799984,2.2999984,5.2299983,4.0699983,712419.3548,946964.2857,688967.7419,778366.6667,773258.0645,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,298677.4194,298677.4194,812612.9032,844533.3333,1399838.71,427.2047619,-0.0395,-0.0025,-0.0562,-0.0708,-0.0135,0.1028,0.1156,0.1525,0.1629,0.126,0.0885,-0.0389,-0.1134,-0.0959,-0.0535,-0.0904,-0.0321,-4.24499989,-4.56500006,-0.565999985,-5.6880002,-2.88000011,-0.453000009,-4.6329999
979,2012,7.5,58_25,58,28.65,-91.917,,7,0.14,1.1728723,2011,2.100,0.071428571,2.15,69,0.2,67.29518352,5.181,0.07123751,4.475143255,,,-1.5900015,-2.1700015,-2.7800015,-3.9400015,-4.2800015,-3.2700015,-1.3800015,-0.3100016,-2.2000015,-3.7400015,-2.3900015,-3.2100015,-1.2300015,-3.6400015,-3.5700015,-3.2500015,-2.3300015,-1.20000155,1.3799984,2.29999837,5.22999831,4.06999834,3.56999835,2.78999836,1.56999839,0.11999842,-2.13000153,0.36999842,-0.08000157,2.19999838,0.08999842,3.73999834,2.30999837,1.51999839,298677.4194,308178.5714,812612.9032,844533.3333,1399838.71,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,626193.5484,626193.5484,618290.3226,567433.3333,400322.5806,523.8666667,-0.1134,-0.0959,-0.0535,-0.0904,-0.0321,0.0416,0.1241,0.0969,0.0714,0.1059,0.1146,0.0862,-0.0082,-0.011,0.0042,0.0026,0.0409,-10.4230003,-10.2410002,-8.92399979,-0.432000011,-9.21700001,1.02699995,-1.926
980,2012,7.5,58_25,58,28.65,-91.917,5.486,7.5,0.053333333,NA,2012,2.153,0.025396825,2.15,69,0.2,69,5.581,0.02533341,1.704816478,,,-1.2300015,-3.6400015,-3.5700015,-3.2500015,-2.3300015,-2.2200015,-0.7000016,-0.4600016,-2.3200015,-2.6100015,-2.4000015,-1.9000015,-3.0700015,-2.0500015,-2.0500015,-4.6600015,-3.7200015,2.19999838,0.08999842,3.73999834,2.30999837,1.51999839,1.43999839,3.03999836,2.57999837,0.71999841,-0.97000155,-1.47000154,1.0199984,-0.16000157,0.72999841,0.15999842,1.67999839,2.84999836,626193.5484,709068.9655,618290.3226,567433.3333,400322.5806,229,177.7333333,149.8666667,157.7,170.0666667,180.9,219.0333333,568806.4516,568806.4516,571516.129,640900,947100,183.4714286,-0.0082,-0.011,0.0042,0.0026,0.0409,0.1078,0.1735,0.2008,0.1891,0.1186,0.1087,0.0385,0.0033,-0.0404,0.0412,0.0311,0.0387,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
981,2012,7.5,58_6,58,28.65,-91.917,,1,1.01,NA,2005,1.010,,2.17,68,0.2,31.73997234,0.552,,31.73997234,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,364.9,293.3870968,187.9032258,236.5333333,197.5483871,188.2666667,223.5806452,#N/A,#N/A,#N/A,#N/A,#N/A,241.7313364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
982,2012,7.5,58_6,58,28.65,-91.917,,2,0.18,0.8344371,2006,1.190,0.178217822,2.17,68,0.2,37.36652835,0.898,0.17727035,5.626556017,,,-0.6400016,-1.1500015,-4.0500015,-3.3900015,-2.6200015,-1.6300015,-2.1700015,-1.7000015,-1.7900015,-4.0600015,-2.9200015,-3.7200015,-3.8400015,-2.7000015,-4.8300015,-3.3900015,-5.1900015,0.9999984,1.2799984,2.7999984,4.4799983,3.6099983,0.8799984,3.2999984,2.2099984,1.3399984,1.0399984,-0.9700016,-1.7900015,-1.7800015,-0.5100016,1.9399984,1.4899984,2.2799984,305062.5,487000,451343.75,427266.6667,477843.75,301,230.3225806,177.7419355,185.4666667,306.5806452,417.4,400.4516129,754000,754000,562225.8065,635533.3333,628935.4839,288.4233487,-0.1161,-0.0527,-0.0714,-0.0555,-0.0376,0.0229,-0.0049,0.0307,0.0642,0.0578,0.0384,-0.0278,-0.0078,-0.097,-0.084,0.002,0.0441,-2.72000003,-2.66700006,-4.97800016,-1.05799997,-3.11999989,-8.16800022,-4.99399996
983,2012,7.5,58_6,58,28.65,-91.917,,3,0.22,1.0709318,2007,1.410,0.18487395,2.17,68,0.2,44.24343015,1.485,0.184039088,6.876901798,,,-3.840001,-2.700002,-4.830001,-3.390001,-5.190001,-2.620002,-1.660002,-3.020002,-3.880001,-4.350001,-3.070002,-1.920002,-4.050001,-2.710002,-3.050002,-3.750001,-3.470001,-1.7800015,-0.5100016,1.9399984,1.4899984,2.2799984,3.8999983,3.8699983,1.9199984,0.7799984,-2.0200015,-0.5300016,1.5299984,-1.5800015,2.2699984,2.5999984,2.7799984,4.6599983,754000,579785.7143,562225.8065,635533.3333,628935.4839,400.9,481.6451613,300.0645161,290.9333333,200.6129032,247.6333333,377.0967742,480064.5161,480064.5161,886870.9677,1363266.667,1097096.774,328.4122888,-0.0078,-0.097,-0.084,0.002,0.0441,0.058,0.0837,0.119,0.126,0.1445,0.0802,-0.008,0.0176,-0.04,-0.0982,-0.0467,-0.0227,-6.70300007,-8.84500027,-6.00899982,-4.42000008,-2.50600004,-6.41599989,-1.31500006
984,2012,7.5,58_6,58,28.65,-91.917,,4,0.21,1.0761347,2008,1.620,0.14893617,2.17,68,0.2,50.8077455,2.243,0.148368138,6.564315353,,,-4.0500015,-2.7100015,-3.0500015,-3.7500015,-3.4700015,-2.2400015,-2.2300015,-0.2400016,-4.3100015,-4.7100015,-2.6700015,-2.1100015,-0.9100016,-4.0000015,-3.5400015,-3.3000015,-2.8900015,-1.5800015,2.2699984,2.5999984,2.7799984,4.6599983,4.2599983,2.9299984,2.6499984,-1.1600015,-2.0000015,0.1499984,1.7799984,0.3499984,3.0599984,2.6799984,2.9399984,2.6099984,480064.5161,609965.5172,886870.9677,1363266.667,1097096.774,806.9666667,700,419.4193548,457.6333333,334.9354839,227.5333333,327.9677419,589354.8387,589354.8387,571645.1613,766666.6667,1040258.065,467.7794163,0.0176,-0.04,-0.0982,-0.0467,-0.0227,0.0548,0.1574,-0.0018,0.2379,0.1843,0.0805,0.0493,-0.0689,-0.0627,-0.0143,-0.0501,-0.0126,-12.3739996,-6.17600012,-6.49900007,0.193000004,-4.45300007,0.282999992,-3.73099995
985,2012,7.5,58_6,58,28.65,-91.917,,5,0.233333333,1.262236,2009,1.853,0.144032922,2.17,68,0.2,58.10142923,3.344,0.143554563,7.293683725,,,-0.9100016,-4.0000015,-3.5400015,-3.3000015,-2.8900015,-0.8900016,0.4399984,-1.1900015,-1.0200016,-2.7800015,-3.5000015,-2.3200015,-1.5900015,-1.7700015,-0.1000016,-4.6100015,-3.0200015,0.3499984,3.0599984,2.6799984,2.9399984,2.6099984,3.1699984,3.6299983,2.0299984,0.7299984,2.4999984,-3.0600015,-1.4400015,-1.7300015,-2.9100015,0.1199984,2.6599984,4.0899983,589354.8387,477714.2857,571645.1613,766666.6667,1040258.065,909.8333333,470.3666667,400.2666667,328.6666667,627.3666667,879.0333333,691,712419.3548,712419.3548,688967.7419,778366.6667,773258.0645,615.2190476,-0.0689,-0.0627,-0.0143,-0.0501,-0.0126,0.0682,0.1023,0.1035,0.1878,0.126,0.1568,0.0679,-0.0395,-0.0025,-0.0562,-0.0708,-0.0135,-9.9659996,-8.38899994,-7.41200018,-0.765999973,-1.70899999,-5.66300011,1.54100001
986,2012,7.5,58_6,58,28.65,-91.917,,6,0.153333333,0.8783415,2010,2.007,0.082733813,2.17,68,0.2,62.89442139,4.235,0.082493533,4.792992162,,,-1.5900015,-1.7700015,-0.1000016,-4.6100015,-3.0200015,-3.6000015,-4.3800015,-0.7300016,-5.6400014,-1.6800015,-2.2300015,-1.1900015,-1.5900015,-2.1700015,-2.7800015,-3.9400015,-4.2800015,-1.7300015,-2.9100015,0.1199984,2.6599984,4.0899983,3.9399983,2.8899984,1.7899984,1.2699984,-0.7300016,1.2199984,0.4299984,-1.2000015,1.3799984,2.2999984,5.2299983,4.0699983,712419.3548,946964.2857,688967.7419,778366.6667,773258.0645,688.0333333,600.4333333,465.2333333,331.9333333,312,249.2333333,343.5666667,298677.4194,298677.4194,812612.9032,844533.3333,1399838.71,427.2047619,-0.0395,-0.0025,-0.0562,-0.0708,-0.0135,0.1028,0.1156,0.1525,0.1629,0.126,0.0885,-0.0389,-0.1134,-0.0959,-0.0535,-0.0904,-0.0321,-4.24499989,-4.56500006,-0.565999985,-5.6880002,-2.88000011,-0.453000009,-4.6329999
987,2012,7.5,58_6,58,28.65,-91.917,,7,0.143333333,0.8724638,2011,2.150,0.071428571,2.17,68,0.2,67.37482711,5.199,0.071236934,4.480405717,,,-1.5900015,-2.1700015,-2.7800015,-3.9400015,-4.2800015,-3.2700015,-1.3800015,-0.3100016,-2.2000015,-3.7400015,-2.3900015,-3.2100015,-1.2300015,-3.6400015,-3.5700015,-3.2500015,-2.3300015,-1.20000155,1.3799984,2.29999837,5.22999831,4.06999834,3.56999835,2.78999836,1.56999839,0.11999842,-2.13000153,0.36999842,-0.08000157,2.19999838,0.08999842,3.73999834,2.30999837,1.51999839,298677.4194,308178.5714,812612.9032,844533.3333,1399838.71,1037.433333,615.5666667,400.4333333,305.1666667,245.8666667,297.2,765.4,626193.5484,626193.5484,618290.3226,567433.3333,400322.5806,523.8666667,-0.1134,-0.0959,-0.0535,-0.0904,-0.0321,0.0416,0.1241,0.0969,0.0714,0.1059,0.1146,0.0862,-0.0082,-0.011,0.0042,0.0026,0.0409,-10.4230003,-10.2410002,-8.92399979,-0.432000011,-9.21700001,1.02699995,-1.926
988,2012,7.5,58_6,58,28.65,-91.917,4.85,7.5,0.02,NA,2012,2.170,0.009302326,2.17,68,0.2,68,5.344,0.009279028,0.625172891,,,-1.2300015,-3.6400015,-3.5700015,-3.2500015,-2.3300015,-2.2200015,-0.7000016,-0.4600016,-2.3200015,-2.6100015,-2.4000015,-1.9000015,-3.0700015,-2.0500015,-2.0500015,-4.6600015,-3.7200015,2.19999838,0.08999842,3.73999834,2.30999837,1.51999839,1.43999839,3.03999836,2.57999837,0.71999841,-0.97000155,-1.47000154,1.0199984,-0.16000157,0.72999841,0.15999842,1.67999839,2.84999836,626193.5484,709068.9655,618290.3226,567433.3333,400322.5806,229,177.7333333,149.8666667,157.7,170.0666667,180.9,219.0333333,568806.4516,568806.4516,571516.129,640900,947100,183.4714286,-0.0082,-0.011,0.0042,0.0026,0.0409,0.1078,0.1735,0.2008,0.1891,0.1186,0.1087,0.0385,0.0033,-0.0404,0.0412,0.0311,0.0387,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
989,2012,7.5,82_7,82,27.95773333,-84.54353333,,1,0.8,NA,2005,0.800,,2.41,68,0.2,22.68742217,0.203,,22.68742217,,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,364.9,293.3870968,187.9032258,236.5333333,197.5483871,188.2666667,223.5806452,#N/A,#N/A,#N/A,#N/A,#N/A,241.7313364,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
